,index,Model,Train_Dataset,Test_Dataset,Column_Filter,Col_Num,AUC,Recall,Precision,F1-Score,Best_Params,Start_Time,End_Time,aggregationDepth,elasticNetParam,family,featuresCol,fitIntercept,labelCol,maxBlockSizeInMB,maxIter,predictionCol,probabilityCol,rawPredictionCol,regParam,standardization,threshold,tol,cacheNodeIds,checkpointInterval,impurity,leafCol,maxBins,maxDepth,maxMemoryInMB,minInfoGain,minInstancesPerNode,minWeightFractionPerNode,seed,bootstrap,featureSubsetStrategy,numTrees,subsamplingRate
44,44,spark_rf,X_train_dsample,X_test_dsample,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'totals_newVisits', 'channelGrouping_Social', 'trafficSource_medium_referral', 'channelGrouping_Referral', 'trafficSource_isTrueDirect_code', 'hits_hour_ordinal', 'device_browser_woe', 'device_operatingSystem_Macintosh', 'device_operatingSystem_Windows', 'hits_eCommerceAction_action_type', 'device_deviceCategory_mobile', 'device_operatingSystem_Chrome_OS', 'device_operatingSystem_Nintendo_Wii', 'trafficSource_medium_organic', 'device_operatingSystem_iOS', 'device_operatingSystem_Xbox', 'device_operatingSystem_Android', 'channelGrouping_Organic Search', 'channelGrouping_Direct', 'trafficSource_medium_affiliate', 'channelGrouping_Paid Search', 'label']",28,0.981492858174103,0.978494623655914,0.9130434782608695,0.944636678200692,"{
	RandomForestClassifier_1fccbe8f7448-bootstrap: true,
	RandomForestClassifier_1fccbe8f7448-cacheNodeIds: false,
	RandomForestClassifier_1fccbe8f7448-checkpointInterval: 10,
	RandomForestClassifier_1fccbe8f7448-featureSubsetStrategy: auto,
	RandomForestClassifier_1fccbe8f7448-featuresCol: features,
	RandomForestClassifier_1fccbe8f7448-impurity: gini,
	RandomForestClassifier_1fccbe8f7448-labelCol: label,
	RandomForestClassifier_1fccbe8f7448-leafCol: ,
	RandomForestClassifier_1fccbe8f7448-maxBins: 32,
	RandomForestClassifier_1fccbe8f7448-maxDepth: 3,
	RandomForestClassifier_1fccbe8f7448-maxMemoryInMB: 256,
	RandomForestClassifier_1fccbe8f7448-minInfoGain: 0.0,
	RandomForestClassifier_1fccbe8f7448-minInstancesPerNode: 1,
	RandomForestClassifier_1fccbe8f7448-minWeightFractionPerNode: 0.0,
	RandomForestClassifier_1fccbe8f7448-numTrees: 40,
	RandomForestClassifier_1fccbe8f7448-predictionCol: prediction,
	RandomForestClassifier_1fccbe8f7448-probabilityCol: probability,
	RandomForestClassifier_1fccbe8f7448-rawPredictionCol: rawPrediction,
	RandomForestClassifier_1fccbe8f7448-seed: 3577577893528496037,
	RandomForestClassifier_1fccbe8f7448-subsamplingRate: 1.0
}",1653884056.0803618,1653884544.9415329,,,, features,, label,,, prediction, probability, rawPrediction,,,,, false, 10, gini, , 32, 3, 256, 0.0, 1, 0.0, 3577577893528496037, true, auto, 40, 1.0
42,42,spark_rf,X_train_dsample,X_test_dsample,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'totals_newVisits', 'channelGrouping_Social', 'channelGrouping_Referral', 'trafficSource_medium_referral', 'trafficSource_isTrueDirect_code', 'device_browser_woe', 'hits_hour_ordinal', 'device_operatingSystem_Windows', 'device_operatingSystem_Macintosh', 'device_deviceCategory_mobile', 'hits_eCommerceAction_action_type', 'device_operatingSystem_Chrome_OS', 'device_operatingSystem_Android', 'channelGrouping_Display', 'device_operatingSystem_Firefox_OS', 'socialEngagementType', 'channelGrouping_Paid Search', 'channelGrouping_Direct', 'trafficSource_medium_cpm', 'device_operatingSystem_Linux', 'device_deviceCategory_tablet', 'trafficSource_medium_organic', 'device_operatingSystem_iOS', 'device_operatingSystem_Windows_Phone', 'device_operatingSystem_Nintendo_Wii', 'channelGrouping_Organic Search', 'trafficSource_medium_affiliate', 'trafficSource_medium_cpc', 'label']",35,0.9795097971173936,0.9796264855687606,0.9108928258200316,0.9440101799672787,"{
	RandomForestClassifier_1fccbe8f7448-bootstrap: true,
	RandomForestClassifier_1fccbe8f7448-cacheNodeIds: false,
	RandomForestClassifier_1fccbe8f7448-checkpointInterval: 10,
	RandomForestClassifier_1fccbe8f7448-featureSubsetStrategy: auto,
	RandomForestClassifier_1fccbe8f7448-featuresCol: features,
	RandomForestClassifier_1fccbe8f7448-impurity: gini,
	RandomForestClassifier_1fccbe8f7448-labelCol: label,
	RandomForestClassifier_1fccbe8f7448-leafCol: ,
	RandomForestClassifier_1fccbe8f7448-maxBins: 32,
	RandomForestClassifier_1fccbe8f7448-maxDepth: 3,
	RandomForestClassifier_1fccbe8f7448-maxMemoryInMB: 256,
	RandomForestClassifier_1fccbe8f7448-minInfoGain: 0.0,
	RandomForestClassifier_1fccbe8f7448-minInstancesPerNode: 1,
	RandomForestClassifier_1fccbe8f7448-minWeightFractionPerNode: 0.0,
	RandomForestClassifier_1fccbe8f7448-numTrees: 20,
	RandomForestClassifier_1fccbe8f7448-predictionCol: prediction,
	RandomForestClassifier_1fccbe8f7448-probabilityCol: probability,
	RandomForestClassifier_1fccbe8f7448-rawPredictionCol: rawPrediction,
	RandomForestClassifier_1fccbe8f7448-seed: 3577577893528496037,
	RandomForestClassifier_1fccbe8f7448-subsamplingRate: 1.0
}",1653883563.7014914,1653884053.355904,,,, features,, label,,, prediction, probability, rawPrediction,,,,, false, 10, gini, , 32, 3, 256, 0.0, 1, 0.0, 3577577893528496037, true, auto, 20, 1.0
11,11,spark_lr,X_train_dsample,X_test_dsample,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'label']",7,0.9819981502012114,0.9928825622775801,0.8913738019169329,0.9393939393939396,"{
	LogisticRegression_99689f4eca31-aggregationDepth: 2,
	LogisticRegression_99689f4eca31-elasticNetParam: 0.0,
	LogisticRegression_99689f4eca31-family: auto,
	LogisticRegression_99689f4eca31-featuresCol: features,
	LogisticRegression_99689f4eca31-fitIntercept: true,
	LogisticRegression_99689f4eca31-labelCol: label,
	LogisticRegression_99689f4eca31-maxBlockSizeInMB: 0.0,
	LogisticRegression_99689f4eca31-maxIter: 100000,
	LogisticRegression_99689f4eca31-predictionCol: prediction,
	LogisticRegression_99689f4eca31-probabilityCol: probability,
	LogisticRegression_99689f4eca31-rawPredictionCol: rawPrediction,
	LogisticRegression_99689f4eca31-regParam: 1.0,
	LogisticRegression_99689f4eca31-standardization: true,
	LogisticRegression_99689f4eca31-threshold: 0.5,
	LogisticRegression_99689f4eca31-tol: 1.0E-6
}",1653881428.926593,1653881655.5217876, 2, 0.0, auto, features, true, label, 0.0, 100000, prediction, probability, rawPrediction, 1.0, true, 0.5, 1.0E-6,,,,,,,,,,,,,,,
10,10,spark_lr,X_train_dsample,X_test_dsample,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'label']",7,0.9774214183517862,0.9916996793057914,0.8811599061347637,0.9331676577616046,"{
	LogisticRegression_99689f4eca31-aggregationDepth: 2,
	LogisticRegression_99689f4eca31-elasticNetParam: 0.0,
	LogisticRegression_99689f4eca31-family: auto,
	LogisticRegression_99689f4eca31-featuresCol: features,
	LogisticRegression_99689f4eca31-fitIntercept: true,
	LogisticRegression_99689f4eca31-labelCol: label,
	LogisticRegression_99689f4eca31-maxBlockSizeInMB: 0.0,
	LogisticRegression_99689f4eca31-maxIter: 100000,
	LogisticRegression_99689f4eca31-predictionCol: prediction,
	LogisticRegression_99689f4eca31-probabilityCol: probability,
	LogisticRegression_99689f4eca31-rawPredictionCol: rawPrediction,
	LogisticRegression_99689f4eca31-regParam: 1.0,
	LogisticRegression_99689f4eca31-standardization: true,
	LogisticRegression_99689f4eca31-threshold: 0.5,
	LogisticRegression_99689f4eca31-tol: 1.0E-6
}",1653881428.926593,1653881655.5217876, 2, 0.0, auto, features, true, label, 0.0, 100000, prediction, probability, rawPrediction, 1.0, true, 0.5, 1.0E-6,,,,,,,,,,,,,,,
8,8,spark_lr,X_train_dsample,X_test_dsample,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'totals_newVisits', 'channelGrouping_Social', 'trafficSource_medium_referral', 'channelGrouping_Referral', 'trafficSource_isTrueDirect_code', 'hits_hour_ordinal', 'device_browser_woe', 'device_operatingSystem_Macintosh', 'device_operatingSystem_Windows', 'hits_eCommerceAction_action_type', 'device_deviceCategory_mobile', 'device_operatingSystem_Chrome_OS', 'device_operatingSystem_Nintendo_Wii', 'trafficSource_medium_organic', 'device_operatingSystem_iOS', 'device_operatingSystem_Xbox', 'device_operatingSystem_Android', 'channelGrouping_Organic Search', 'channelGrouping_Direct', 'trafficSource_medium_affiliate', 'channelGrouping_Paid Search', 'label']",28,0.9635792262639947,0.9479343520090548,0.8616255144032922,0.9027216383724064,"{
	LogisticRegression_99689f4eca31-aggregationDepth: 2,
	LogisticRegression_99689f4eca31-elasticNetParam: 0.0,
	LogisticRegression_99689f4eca31-family: auto,
	LogisticRegression_99689f4eca31-featuresCol: features,
	LogisticRegression_99689f4eca31-fitIntercept: true,
	LogisticRegression_99689f4eca31-labelCol: label,
	LogisticRegression_99689f4eca31-maxBlockSizeInMB: 0.0,
	LogisticRegression_99689f4eca31-maxIter: 100000,
	LogisticRegression_99689f4eca31-predictionCol: prediction,
	LogisticRegression_99689f4eca31-probabilityCol: probability,
	LogisticRegression_99689f4eca31-rawPredictionCol: rawPrediction,
	LogisticRegression_99689f4eca31-regParam: 1.0,
	LogisticRegression_99689f4eca31-standardization: true,
	LogisticRegression_99689f4eca31-threshold: 0.5,
	LogisticRegression_99689f4eca31-tol: 1.0E-6
}",1653881178.4137232,1653881426.8745663, 2, 0.0, auto, features, true, label, 0.0, 100000, prediction, probability, rawPrediction, 1.0, true, 0.5, 1.0E-6,,,,,,,,,,,,,,,
6,6,spark_lr,X_train_dsample,X_test_dsample,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'totals_newVisits', 'channelGrouping_Social', 'channelGrouping_Referral', 'trafficSource_medium_referral', 'trafficSource_isTrueDirect_code', 'device_browser_woe', 'hits_hour_ordinal', 'device_operatingSystem_Windows', 'device_operatingSystem_Macintosh', 'device_deviceCategory_mobile', 'hits_eCommerceAction_action_type', 'device_operatingSystem_Chrome_OS', 'device_operatingSystem_Android', 'channelGrouping_Display', 'device_operatingSystem_Firefox_OS', 'socialEngagementType', 'channelGrouping_Paid Search', 'channelGrouping_Direct', 'trafficSource_medium_cpm', 'device_operatingSystem_Linux', 'device_deviceCategory_tablet', 'trafficSource_medium_organic', 'device_operatingSystem_iOS', 'device_operatingSystem_Windows_Phone', 'device_operatingSystem_Nintendo_Wii', 'channelGrouping_Organic Search', 'trafficSource_medium_affiliate', 'trafficSource_medium_cpc', 'label']",35,0.9632457975378075,0.9477457083569137,0.8613063603634493,0.9024609304832045,"{
	LogisticRegression_99689f4eca31-aggregationDepth: 2,
	LogisticRegression_99689f4eca31-elasticNetParam: 0.0,
	LogisticRegression_99689f4eca31-family: auto,
	LogisticRegression_99689f4eca31-featuresCol: features,
	LogisticRegression_99689f4eca31-fitIntercept: true,
	LogisticRegression_99689f4eca31-labelCol: label,
	LogisticRegression_99689f4eca31-maxBlockSizeInMB: 0.0,
	LogisticRegression_99689f4eca31-maxIter: 100000,
	LogisticRegression_99689f4eca31-predictionCol: prediction,
	LogisticRegression_99689f4eca31-probabilityCol: probability,
	LogisticRegression_99689f4eca31-rawPredictionCol: rawPrediction,
	LogisticRegression_99689f4eca31-regParam: 1.0,
	LogisticRegression_99689f4eca31-standardization: true,
	LogisticRegression_99689f4eca31-threshold: 0.5,
	LogisticRegression_99689f4eca31-tol: 1.0E-6
}",1653880926.8928962,1653881176.204713, 2, 0.0, auto, features, true, label, 0.0, 100000, prediction, probability, rawPrediction, 1.0, true, 0.5, 1.0E-6,,,,,,,,,,,,,,,
9,9,spark_lr,X_train_dsample,X_test_dsample,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'totals_newVisits', 'channelGrouping_Social', 'trafficSource_medium_referral', 'channelGrouping_Referral', 'trafficSource_isTrueDirect_code', 'hits_hour_ordinal', 'device_browser_woe', 'device_operatingSystem_Macintosh', 'device_operatingSystem_Windows', 'hits_eCommerceAction_action_type', 'device_deviceCategory_mobile', 'device_operatingSystem_Chrome_OS', 'device_operatingSystem_Nintendo_Wii', 'trafficSource_medium_organic', 'device_operatingSystem_iOS', 'device_operatingSystem_Xbox', 'device_operatingSystem_Android', 'channelGrouping_Organic Search', 'channelGrouping_Direct', 'trafficSource_medium_affiliate', 'channelGrouping_Paid Search', 'label']",28,0.9674447663557126,0.9537366548042705,0.8521462639109698,0.9000839630562553,"{
	LogisticRegression_99689f4eca31-aggregationDepth: 2,
	LogisticRegression_99689f4eca31-elasticNetParam: 0.0,
	LogisticRegression_99689f4eca31-family: auto,
	LogisticRegression_99689f4eca31-featuresCol: features,
	LogisticRegression_99689f4eca31-fitIntercept: true,
	LogisticRegression_99689f4eca31-labelCol: label,
	LogisticRegression_99689f4eca31-maxBlockSizeInMB: 0.0,
	LogisticRegression_99689f4eca31-maxIter: 100000,
	LogisticRegression_99689f4eca31-predictionCol: prediction,
	LogisticRegression_99689f4eca31-probabilityCol: probability,
	LogisticRegression_99689f4eca31-rawPredictionCol: rawPrediction,
	LogisticRegression_99689f4eca31-regParam: 1.0,
	LogisticRegression_99689f4eca31-standardization: true,
	LogisticRegression_99689f4eca31-threshold: 0.5,
	LogisticRegression_99689f4eca31-tol: 1.0E-6
}",1653881178.4137232,1653881426.8745663, 2, 0.0, auto, features, true, label, 0.0, 100000, prediction, probability, rawPrediction, 1.0, true, 0.5, 1.0E-6,,,,,,,,,,,,,,,
7,7,spark_lr,X_train_dsample,X_test_dsample,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'totals_newVisits', 'channelGrouping_Social', 'channelGrouping_Referral', 'trafficSource_medium_referral', 'trafficSource_isTrueDirect_code', 'device_browser_woe', 'hits_hour_ordinal', 'device_operatingSystem_Windows', 'device_operatingSystem_Macintosh', 'device_deviceCategory_mobile', 'hits_eCommerceAction_action_type', 'device_operatingSystem_Chrome_OS', 'device_operatingSystem_Android', 'channelGrouping_Display', 'device_operatingSystem_Firefox_OS', 'socialEngagementType', 'channelGrouping_Paid Search', 'channelGrouping_Direct', 'trafficSource_medium_cpm', 'device_operatingSystem_Linux', 'device_deviceCategory_tablet', 'trafficSource_medium_organic', 'device_operatingSystem_iOS', 'device_operatingSystem_Windows_Phone', 'device_operatingSystem_Nintendo_Wii', 'channelGrouping_Organic Search', 'trafficSource_medium_affiliate', 'trafficSource_medium_cpc', 'label']",35,0.9670986947280735,0.9501779359430605,0.8516746411483254,0.8982338099243061,"{
	LogisticRegression_99689f4eca31-aggregationDepth: 2,
	LogisticRegression_99689f4eca31-elasticNetParam: 0.0,
	LogisticRegression_99689f4eca31-family: auto,
	LogisticRegression_99689f4eca31-featuresCol: features,
	LogisticRegression_99689f4eca31-fitIntercept: true,
	LogisticRegression_99689f4eca31-labelCol: label,
	LogisticRegression_99689f4eca31-maxBlockSizeInMB: 0.0,
	LogisticRegression_99689f4eca31-maxIter: 100000,
	LogisticRegression_99689f4eca31-predictionCol: prediction,
	LogisticRegression_99689f4eca31-probabilityCol: probability,
	LogisticRegression_99689f4eca31-rawPredictionCol: rawPrediction,
	LogisticRegression_99689f4eca31-regParam: 1.0,
	LogisticRegression_99689f4eca31-standardization: true,
	LogisticRegression_99689f4eca31-threshold: 0.5,
	LogisticRegression_99689f4eca31-tol: 1.0E-6
}",1653880926.8928962,1653881176.204713, 2, 0.0, auto, features, true, label, 0.0, 100000, prediction, probability, rawPrediction, 1.0, true, 0.5, 1.0E-6,,,,,,,,,,,,,,,
50,50,spark_rf,X_train_random,X_test_random,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'totals_newVisits', 'channelGrouping_Social', 'trafficSource_medium_referral', 'channelGrouping_Referral', 'trafficSource_isTrueDirect_code', 'hits_hour_ordinal', 'device_browser_woe', 'device_operatingSystem_Macintosh', 'device_operatingSystem_Windows', 'hits_eCommerceAction_action_type', 'device_deviceCategory_mobile', 'device_operatingSystem_Chrome_OS', 'device_operatingSystem_Nintendo_Wii', 'trafficSource_medium_organic', 'device_operatingSystem_iOS', 'device_operatingSystem_Xbox', 'device_operatingSystem_Android', 'channelGrouping_Organic Search', 'channelGrouping_Direct', 'trafficSource_medium_affiliate', 'channelGrouping_Paid Search', 'label']",28,0.9832096243984317,0.8049242424242424,0.8173076923076923,0.8110687022900763,"{
	RandomForestClassifier_1fccbe8f7448-bootstrap: true,
	RandomForestClassifier_1fccbe8f7448-cacheNodeIds: false,
	RandomForestClassifier_1fccbe8f7448-checkpointInterval: 10,
	RandomForestClassifier_1fccbe8f7448-featureSubsetStrategy: auto,
	RandomForestClassifier_1fccbe8f7448-featuresCol: features,
	RandomForestClassifier_1fccbe8f7448-impurity: gini,
	RandomForestClassifier_1fccbe8f7448-labelCol: label,
	RandomForestClassifier_1fccbe8f7448-leafCol: ,
	RandomForestClassifier_1fccbe8f7448-maxBins: 32,
	RandomForestClassifier_1fccbe8f7448-maxDepth: 3,
	RandomForestClassifier_1fccbe8f7448-maxMemoryInMB: 256,
	RandomForestClassifier_1fccbe8f7448-minInfoGain: 0.0,
	RandomForestClassifier_1fccbe8f7448-minInstancesPerNode: 1,
	RandomForestClassifier_1fccbe8f7448-minWeightFractionPerNode: 0.0,
	RandomForestClassifier_1fccbe8f7448-numTrees: 40,
	RandomForestClassifier_1fccbe8f7448-predictionCol: prediction,
	RandomForestClassifier_1fccbe8f7448-probabilityCol: probability,
	RandomForestClassifier_1fccbe8f7448-rawPredictionCol: rawPrediction,
	RandomForestClassifier_1fccbe8f7448-seed: 3577577893528496037,
	RandomForestClassifier_1fccbe8f7448-subsamplingRate: 1.0
}",1653885042.6778924,1653885088.8468397,,,, features,, label,,, prediction, probability, rawPrediction,,,,, false, 10, gini, , 32, 3, 256, 0.0, 1, 0.0, 3577577893528496037, true, auto, 40, 1.0
49,49,spark_rf,X_train_random,X_test_random,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'totals_newVisits', 'channelGrouping_Social', 'channelGrouping_Referral', 'trafficSource_medium_referral', 'trafficSource_isTrueDirect_code', 'device_browser_woe', 'hits_hour_ordinal', 'device_operatingSystem_Windows', 'device_operatingSystem_Macintosh', 'device_deviceCategory_mobile', 'hits_eCommerceAction_action_type', 'device_operatingSystem_Chrome_OS', 'device_operatingSystem_Android', 'channelGrouping_Display', 'device_operatingSystem_Firefox_OS', 'socialEngagementType', 'channelGrouping_Paid Search', 'channelGrouping_Direct', 'trafficSource_medium_cpm', 'device_operatingSystem_Linux', 'device_deviceCategory_tablet', 'trafficSource_medium_organic', 'device_operatingSystem_iOS', 'device_operatingSystem_Windows_Phone', 'device_operatingSystem_Nintendo_Wii', 'channelGrouping_Organic Search', 'trafficSource_medium_affiliate', 'trafficSource_medium_cpc', 'label']",35,0.982849988353133,0.7638888888888888,0.859375,0.8088235294117647,"{
	RandomForestClassifier_1fccbe8f7448-bootstrap: true,
	RandomForestClassifier_1fccbe8f7448-cacheNodeIds: false,
	RandomForestClassifier_1fccbe8f7448-checkpointInterval: 10,
	RandomForestClassifier_1fccbe8f7448-featureSubsetStrategy: auto,
	RandomForestClassifier_1fccbe8f7448-featuresCol: features,
	RandomForestClassifier_1fccbe8f7448-impurity: gini,
	RandomForestClassifier_1fccbe8f7448-labelCol: label,
	RandomForestClassifier_1fccbe8f7448-leafCol: ,
	RandomForestClassifier_1fccbe8f7448-maxBins: 32,
	RandomForestClassifier_1fccbe8f7448-maxDepth: 3,
	RandomForestClassifier_1fccbe8f7448-maxMemoryInMB: 256,
	RandomForestClassifier_1fccbe8f7448-minInfoGain: 0.0,
	RandomForestClassifier_1fccbe8f7448-minInstancesPerNode: 1,
	RandomForestClassifier_1fccbe8f7448-minWeightFractionPerNode: 0.0,
	RandomForestClassifier_1fccbe8f7448-numTrees: 40,
	RandomForestClassifier_1fccbe8f7448-predictionCol: prediction,
	RandomForestClassifier_1fccbe8f7448-probabilityCol: probability,
	RandomForestClassifier_1fccbe8f7448-rawPredictionCol: rawPrediction,
	RandomForestClassifier_1fccbe8f7448-seed: 3577577893528496037,
	RandomForestClassifier_1fccbe8f7448-subsamplingRate: 1.0
}",1653884985.4962215,1653885041.3603125,,,, features,, label,,, prediction, probability, rawPrediction,,,,, false, 10, gini, , 32, 3, 256, 0.0, 1, 0.0, 3577577893528496037, true, auto, 40, 1.0
31,31,spark_dt,X_train_random,X_test_random,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'totals_newVisits', 'channelGrouping_Social', 'channelGrouping_Referral', 'trafficSource_medium_referral', 'trafficSource_isTrueDirect_code', 'device_browser_woe', 'hits_hour_ordinal', 'device_operatingSystem_Windows', 'device_operatingSystem_Macintosh', 'device_deviceCategory_mobile', 'hits_eCommerceAction_action_type', 'device_operatingSystem_Chrome_OS', 'device_operatingSystem_Android', 'channelGrouping_Display', 'device_operatingSystem_Firefox_OS', 'socialEngagementType', 'channelGrouping_Paid Search', 'channelGrouping_Direct', 'trafficSource_medium_cpm', 'device_operatingSystem_Linux', 'device_deviceCategory_tablet', 'trafficSource_medium_organic', 'device_operatingSystem_iOS', 'device_operatingSystem_Windows_Phone', 'device_operatingSystem_Nintendo_Wii', 'channelGrouping_Organic Search', 'trafficSource_medium_affiliate', 'trafficSource_medium_cpc', 'label']",35,0.8753348474260424,0.8194444444444444,0.7972972972972973,0.8082191780821918,"{
	DecisionTreeClassifier_7b73497d367f-cacheNodeIds: false,
	DecisionTreeClassifier_7b73497d367f-checkpointInterval: 10,
	DecisionTreeClassifier_7b73497d367f-featuresCol: features,
	DecisionTreeClassifier_7b73497d367f-impurity: gini,
	DecisionTreeClassifier_7b73497d367f-labelCol: label,
	DecisionTreeClassifier_7b73497d367f-leafCol: ,
	DecisionTreeClassifier_7b73497d367f-maxBins: 32,
	DecisionTreeClassifier_7b73497d367f-maxDepth: 3,
	DecisionTreeClassifier_7b73497d367f-maxMemoryInMB: 256,
	DecisionTreeClassifier_7b73497d367f-minInfoGain: 0.0,
	DecisionTreeClassifier_7b73497d367f-minInstancesPerNode: 1,
	DecisionTreeClassifier_7b73497d367f-minWeightFractionPerNode: 0.0,
	DecisionTreeClassifier_7b73497d367f-predictionCol: prediction,
	DecisionTreeClassifier_7b73497d367f-probabilityCol: probability,
	DecisionTreeClassifier_7b73497d367f-rawPredictionCol: rawPrediction,
	DecisionTreeClassifier_7b73497d367f-seed: 7882334791801343242
}",1653883158.088134,1653883210.673469,,,, features,, label,,, prediction, probability, rawPrediction,,,,, false, 10, gini, , 32, 3, 256, 0.0, 1, 0.0, 7882334791801343242,,,,
33,33,spark_dt,X_train_random,X_test_random,"['totals_pageviews', 'totals_hits', 'totals_timeOnSite', 'geoNetwork_country_woe', 'totals_bounces', 'trafficSource_source_woe', 'totals_newVisits', 'channelGrouping_Social', 'trafficSource_medium_referral', 'channelGrouping_Referral', 'trafficSource_isTrueDirect_code', 'hits_hour_ordinal', 'device_browser_woe', 'device_operatingSystem_Macintosh', 'device_operatingSystem_Windows', 'hits_eCommerceAction_action_type', 'device_deviceCategory_mobile', 'device_operatingSystem_Chrome_OS', 'device_operatingSystem_Nintendo_Wii', 'trafficSource_medium_organic', 'device_operatingSystem_iOS', 'device_operatingSystem_Xbox', 'device_operatingSystem_Android', 'channelGrouping_Organic Search', 'channelGrouping_Direct', 'trafficSource_medium_affiliate', 'channelGrouping_Paid Search', 'label']",28,0.8753348474260424,0.8194444444444444,0.7972972972972973,0.8082191780821918,"{
	DecisionTreeClassifier_7b73497d367f-cacheNodeIds: false,
	DecisionTreeClassifier_7b73497d367f-checkpointInterval: 10,
	DecisionTreeClassifier_7b73497d367f-featuresCol: features,
	DecisionTreeClassifier_7b73497d367f-impurity: gini,
	DecisionTreeClassifier_7b73497d367f-labelCol: label,
	DecisionTreeClassifier_7b73497d367f-leafCol: ,
	DecisionTreeClassifier_7b73497d367f-maxBins: 32,
	DecisionTreeClassifier_7b73497d367f-maxDepth: 3,
	DecisionTreeClassifier_7b73497d367f-maxMemoryInMB: 256,
	DecisionTreeClassifier_7b73497d367f-minInfoGain: 0.0,
	DecisionTreeClassifier_7b73497d367f-minInstancesPerNode: 1,
	DecisionTreeClassifier_7b73497d367f-minWeightFractionPerNode: 0.0,
	DecisionTreeClassifier_7b73497d367f-predictionCol: prediction,
	DecisionTreeClassifier_7b73497d367f-probabilityCol: probability,
	DecisionTreeClassifier_7b73497d367f-rawPredictionCol: rawPrediction,
	DecisionTreeClassifier_7b73497d367f-seed: 7882334791801343242
}",1653883212.1988616,1653883259.7785442,,,, features,, label,,, prediction, probability, rawPrediction,,,,, false, 10, gini, , 32, 3, 256, 0.0, 1, 0.0, 7882334791801343242,,,,
